Cartographie interactive du SDES; ; 
Référentiel géographique : France par EPCI 2024; ; 
Code;Libellé;Ensemble des surfaces protegées: au moins une mesure de protection 2019
200068872;Communauté de communes Éguzon - Argenton - Vallée de la Creuse;4788.45
200068880;Communauté de communes Champagne Boischauts;472.54
200068914;Communauté de communes La Rochefoucauld porte du Périgord;5597.31
200068922;Communauté de communes du Confluent et des Coteaux de Prayssas;589.97
200068930;Communauté de communes Fumel Vallée du Lot;1965.27
200068948;Communauté de communes Albret Communauté;1567.17
200068955;Communauté de communes Anjou Loir et Sarthe;2440.96
200068963;Communauté de communes Maine Cœur de Sarthe;0
200068989;Communauté d'agglomération Dinan Agglomération;3026.45
200068997;Communauté d'agglomération Arlysère;11438.73
200069003;Communauté de communes du Barséquanais en Champagne;14592.59
200069029;Communauté d'agglomération des Deux Baies en Montreuillois;3671.27
200069037;Communauté d'agglomération du Pays de Saint-Omer;23419.11
200069052;Communauté d'agglomération Grand Belfort;2335.65
200069060;Communauté de communes des Vosges du Sud;15171.68
200069086;Communauté de communes Leff Armor Communauté;122.67
200069094;Communauté de communes Isle et Crempse en Périgord;42975.49
200069102;Communauté de communes Randon - Margeride;5301.24
200069110;Communauté d'agglomération du Grand Chambéry;41880.12
200069128;Communauté de communes Mont Lozère;43060.07
200069136;Communauté de communes des Cévennes au Mont Lozère;61519.1
200069144;Communauté de communes des Hautes Terres de l'Aubrac;49530.15
200069151;Communauté de communes Gorges Causses Cévennes;82618.76
200069169;Communauté de communes Dômes Sancy Artense;60158.83
200069177;Communauté de communes Mond'Arverne Communauté;17144.85
200069185;Communauté de communes des Terres d'Apcher-Margeride-Aubrac;10495.83
200069193;Communauté de communes de la Dombes;33363.69
200069227;Communauté de communes Pays Fort Sancerrois Val de Loire;2866.75
200069235;Communauté de communes du Haut Pays du Montreuillois;8.23
200069250;Communauté d'agglomération Troyes Champagne Métropole;13699.84
200069268;Aubrac Lot Causses Tarn;20646.74
200069300;Communauté d'agglomération Tarbes-Lourdes-Pyrénées;4831.7
200069383;Communauté de communes Ouest Aveyron Communauté;5370.86
200069391;Communauté d'agglomération Lamballe Terre et Mer;749.76
200069409;Communauté d'agglomération Saint-Brieuc Armor Agglomération;872.46
200069417;Communauté de communes Pays d'Orthe et Arrigans;2350.42
200069425;Communauté d'agglomération Mont-Saint-Michel-Normandie;20124.41
200069433;Communauté de communes de Vezouze en Piémont;1906.78
200069441;Communauté de communes du Pays de Bitche;50676.13
200069458;Communauté de communes des Vallées d'Auge et du Merlerault;15845.84
200069482;Communauté de communes des Campagnes de l'Artois;1.04
200069516;Communauté de communes Seulles Terre et Mer;542.31
200069524;Communauté de communes Pré-Bocage Intercom;3484.96
200069532;Communauté d'agglomération Lisieux Normandie;611.28
200069540;Communauté de communes Norge et Tille;3.6
200069565;Communauté de communes des Lacs et Montagnes du Haut-Doubs;30400
200069581;Communauté de communes Convergence Garonne;1116.79
200069599;Communauté de communes rurales de l'Entre-Deux-Mers;15726.47
200069615;Communauté de communes Bresse Haute Seille;6775.55
200069623;Communauté de communes Champagnole Nozeroy Jura;12394.27
200069631;Communauté de communes Terres de Chalosse;1658.28
200069649;Communauté de communes Chalosse Tursan;1225.39
200069656;Communauté de communes Cœur Haute Lande;138557.42
200069664;Communauté de communes Meuse Rognon;49634.01
200069672;Communauté de communes du Ternois;147.37
200069698;Communauté de communes Mâconnais - Tournugeois;2665.37
200069722;Communauté de communes interrégionale Aumale - Blangy-sur-Bresle;1201.24
200069730;Communauté de communes des 4 rivières;3878.95
200069748;Communauté de communes Val de Gâtine;9376.26
200069755;Communauté de communes Mellois en Poitou;41387.46
200069763;Communauté de communes du Haut-Poitou;18713.5
200069821;Communauté d'agglomération Fécamp Caux Littoral Agglomération;485.15
200069839;Communauté de communes de la Côte d'Albâtre;346.95
200069847;Communauté de communes Plateau de Caux;0
200069854;Communauté urbaine du Grand Poitiers;10079.56
200069912;Communauté de communes des Forêts du Perche;12778.21
200069953;Communauté de communes des Portes Euréliennes d'Île-de-99ance;641.54
200069961;Communauté de communes du Grand Châteaudun;14009.58
200069995;Communauté de communes Médoc Cœur de Presqu'île;12056.94
200070035;Communauté de communes du Civraisien en Poitou;217.26
200070043;Communauté de communes Vienne et Gartempe;14391.56
200070068;Communauté de communes Communauté Bray-Eawy;801.45
200070092;Communauté d'agglomération du Libournais;57184.4
200070100;Communauté de communes du Val de Sully;39124.53
200070118;Communauté de communes Val de Saône Centre;359.85
200070126;Communauté de communes Seine et Aube;3151.88
200070142;Communauté de communes Lyons Andelle;779.68
200070159;Communauté de communes Cœur de Beauce;51309.35
200070167;Communauté de communes Terres de Perche;31805.07
200070183;Communauté de communes des Terres du Val de Loire;4335.48
200070233;Communauté d'agglomération Terres de Montaigu;0
200070282;Communauté de communes Lavalette Tude Dronne;64232.1
200070290;Communauté de communes Coeur du Pays Haut;22.61
200070308;Communauté d'agglomération Mâconnais Beaujolais Agglomération;2041.96
200070316;Communauté de communes Entre Arroux, Loire et Somme;6275.12
200070324;Communauté de communes du Territoire de Lunéville à Baccarat;3343.72
200070332;Communauté de communes des Savoir-Faire;13664.55
200070340;Communauté de communes Haute Maurienne Vanoise;42449.81
200070365;Communauté de communes Corbières Salanque Méditerranée;25948.2
200070373;Communauté de communes Loir-Lucé-Bercé;1640.52
200070407;Communauté d'agglomération Agglo Pays d'Issoire;69757.73
200070431;Communauté de communes Saint-Marcellin Vercors Isère Communauté;25735.52
200070449;Communauté de communes Inter-Caux-Vexin;60.17
200070464;Communauté de communes Cœur de Maurienne Arvan;1813.79
200070506;Communauté de communes Pays de Nexon Monts de Chalus;24920.43
200070514;Communauté d'agglomération du Grand Cognac;6346.72
200070530;Communauté de communes du Grand Autunois Morvan;55375.42
200070548;Communauté de communes Brionnais Sud Bourgogne;0
200070555;Communauté de communes de la Veyle;1966.3
200070563;Communauté de communes Terres Touloises;20391.02
200070571;Communauté de communes Cœur de Berry;14.68
200070589;Communauté de communes de Seille et Grand Couronné;137.65
200070647;Communauté d'agglomération Bergeracoise;58245.08
200070662;Communauté de communes Bretagne porte de Loire Communauté;195.95
200070670;Communauté de communes du Pays de Dol et de la Baie du Mont Saint-Michel;4436.13
200070688;Communauté de communes Couesnon Marches de Bretagne;191.36
200070712;Communauté de communes Thiers Dore et Montagne;62220.48
200070720;Communauté de communes Médoc Atlantique;48292.42
200070738;Communauté de communes Mad et Moselle;43912.23
200070746;Communauté d'agglomération Sarreguemines Confluences;709.46
200070753;Communauté d'agglomération Riom Limagne et Volcans;16876.79
200070761;Communauté de communes Ambert Livradois Forez;112315.72
200070779;Communauté de communes Brie des Rivières et Châteaux;2834.92
200070787;Communauté de communes du Plateau de Lannemezan;613.59
200070795;Communauté de communes du Pays de Trie et du Magnoac;264.74
200070803;Communauté de communes des Coteaux du Val d'Arros;0
200070811;Communauté de communes Pyrénées Vallées des Gaves;95515.72
200070829;Communauté de communes Neste Barousse;101.25
200070845;Communauté de communes Orne Lorraine Confluences;4586.59
200070852;Communauté de communes Usses et Rhône;3389.35
200070894;Communauté de communes de Gevrey-Chambertin et de Nuits-Saint-Georges;28664.95
200070902;Communauté de communes Auxonne Pontailler Val de Saône;2294.41
200070910;Communauté de communes Tille et Venelle;3241.45
200070928;Communauté de communes Terre de Picardie;108.26
200070936;Communauté de communes Ponthieu-Marquenterre;9439.41
200070944;Communauté de communes du Vimeu;101.25
200070951;Communauté de communes du Territoire Nord Picardie;520.05
200070969;Communauté de communes Avre Luce Noye;743.7
200070977;Communauté de communes du Grand Roye;636.81
200070985;Communauté de communes de l'Est de la Somme;810.94
200070993;Communauté d'agglomération de la Baie de Somme;7559.15
200071017;Communauté de communes des Terres d'Auxois;28171.33
200071025;Communauté de communes Haute-Provence-Pays de Banon;48172.39
200071033;Communauté de communes Jabron-Lure-Vançon-Durance;4583.68
200071041;Communauté de communes du Chaourçois et du Val d'Armance;0
200071058;Communauté de communes Les Avant-Monts;9562.8
200071066;Communauté d'agglomération de Saint-Dié-des-Vosges;38078.69
200071074;Communauté de communes Les Portes de l'Ile de 99ance;2583.75
200071082;Communauté d'agglomération Montluçon Communauté;1312.59
200071116;Communauté d'agglomération ECLA  (Espace Communautaire Lons Agglomération);715.32
200071140;Communauté d'agglomération Moulins Communauté;30064.18
200071165;Communauté d'agglomération Les Sables d'Olonne Agglomération;2773.48
200071173;Communauté de communes du Pays Arnay Liernais;14648.92
200071181;Communauté de communes Somme Sud-Ouest;563.78
200071199;Communauté de communes Plaine Limagne;2644.92
200071207;Communauté de communes de Pouilly-en-Auxois/Bligny-sur-Ouche;10131.91
200071215;Communauté de communes Chavanon Combrailles et Volcans;28154.21
200071223;Communauté de communes Nièvre et Somme;1904.95
200071298;Communauté de communes des Terres du Lauragais;44.43
200071314;Communauté de communes des Hauts-Tolosans;847.71
200071363;Communauté d'agglomération Vichy Communauté;3757.19
200071371;Communauté de communes Bresse et Saône;3081.09
200071389;Communauté de communes Saint-Pourçain Sioule Limagne;7715.44
200071405;Communauté de communes Ardèche Rhône Coiron;596.87
200071413;Communauté d'agglomération Privas Centre Ardèche;37852.52
200071454;Communauté d'agglomération Evreux Portes de Normandie;403.88
200071470;Communauté de communes Entr'Allier Besbre et Loire;9720.11
200071496;Communauté de communes du Bocage Bourbonnais;1275.19
200071504;Communauté de communes des Collines du Perche Normand;28354.19
200071512;Communauté de communes Commentry Montmarault Néris Communauté;1.48
200071520;Communauté de communes Dom99ont Tinchebray Interco;21273.04
200071538;Communauté de communes Terres de Bresse;3389.18
200071546;Communauté de communes Sud Retz Atlantique;2985.5
200071553;Communauté de communes Loire Layon Aubance;11596.5
200071579;Communauté de communes Bresse Louhannaise Intercom';1020.64
200071587;Communauté de communes Loches Sud Touraine;8986.37
200071595;Communauté de communes Arbois, Poligny, Salins, Cœur du Jura;3553.43
200071629;Communauté de communes Challans-Gois Communauté;15638.81
200071645;Communauté de communes Saint Cyr Mère Boitier entre Charolais et Mâconnais;15968.34
200071652;Communauté de communes du Pays Fertois et du Bocage Carrougien;23240.55
200071678;Communauté d'agglomération Cholet Agglomération;134.72
200071751;Communauté d'agglomération du Bassin de Bourg-en-Bresse;7281
200071769;Communauté de communes Picardie des Châteaux;4842.74
200071777;Communauté de communes d'Arcis, Mailly, Ramerupt;1369.96
200071785;Communauté d'agglomération Chauny-Tergnier-La Fère;9397.51
200071819;Communauté de communes du Périgord Nontronnais;57494.48
200071827;Communauté d'agglomération du Grand Angoulême;8391.02
200071843;Communauté de communes du Vexin Normand;370.99
200071850;Communauté de communes du Pithiverais-Gâtinais;2624.63
200071868;Communauté de communes des Vallées du Haut-Anjou;1218.11
200071876;Communauté d'agglomération Saumur Val de Loire;107775.23
200071884;Communauté de communes Le Grand Charolais;5387.13
200071892;Communauté d'agglomération du Saint-Quentinois;100.17
200071900;Communauté de communes Vendée Grand Littoral;18378.27
200071918;Communauté de communes du Pays de Saint-Fulgent - Les Essarts;0
200071926;Communauté de communes du Limouxin;19303.36
200071934;Communauté de communes Pays de Fontenay-Vendée;17679.17
200071942;Communauté de communes Haut Limousin en Marche;2478.92
200071967;Communauté de communes Pays d'Évian Vallée d'Abondance;32174.77
200071983;Communauté de communes Thiérache Sambre et Oise;2.82
200071991;Communauté de communes Retz-en-Valois;941.28
200072007;Communauté de communes de la Montagne d'Ardèche;30119.11
200072015;Communauté d'agglomération Annonay Rhône Agglo;940.85
200072023;Communauté de communes Cœur de Charente;9090.91
200072031;Communauté d'agglomération de la Région de Château-Thierry;873.38
200072049;Communauté de communes de Charente Limousine;1380.39
200072056;Communauté de communes Porte du Jura;16.47
200072064;Communauté de communes Val-de-Cher-Controis;11807.88
200072072;Communauté d'agglomération Territoires Vendômois;7116.23
200072080;Communauté de communes du Pays de Saint-Éloy;8469.27
200072098;Communauté de communes Combrailles Sioule et Morge;16175.66
200072106;Communauté de communes Adour Madiran;691.7
200072130;Communauté d'agglomération du Pays de Meaux;510.26
200072304;Communauté de communes Vallée de l'Ubaye - Serre-Ponçon;62433.47
200072312;Communauté d'agglomération Seine Normandie Agglomération;2907.24
200072320;Communauté de communes Val de Gers;2415.09
200072346;Communauté d'agglomération du Pays de Fontainebleau;43799.22
200072452;Communauté d'agglomération Fougères Agglomération;0
200072460;Communauté d'agglomération de Béthune-Bruay, Artois-Lys Romane;147.7
200072478;Communauté de communes Pays d'Opale;15121.83
200072544;Communauté de communes des Deux Morin;3628.24
200072635;Communauté de communes Pyrénées Haut Garonnaises;34135.11
200072643;Communauté de communes Cœur et Coteaux du Comminges;1029.24
200072650;Communauté de communes Touraine Vallée de l'Indre;23020.49
200072668;Communauté de communes Touraine Val de Vienne;46220.21
200072676;Communauté de communes Maine Saosnois;10395.93
200072684;Communauté de communes Le Gesnois Bilurien;1169.65
200072692;Communauté de communes des Vallées de la Braye et de l'Anille;269.29
200072700;Communauté de communes Haute Sarthe Alpes Mancelles;17836.7
200072718;Communauté de communes de la Champagne Conlinoise et du Pays de Sillé;22552.03
200072726;Communauté de communes Châteaubriant-Derval;0.38
200072734;Communauté de communes Estuaire et Sillon;8181.16
200072825;Communauté de communes Mirebellois et Fontenois;86.72
200072874;Communauté de communes Val Briard;9.43
200072882;Communauté de communes de Vie et Boulogne;0
200072981;Communauté de communes Touraine Ouest Val de Loire;41807.88
200072999;Communauté de communes du Grand Langres;14077.61
200073013;Communauté de communes Carnelle Pays-de-99ance;8042.42
200073096;Communauté d'agglomération Arche Agglo;1772.22
200073104;Communauté de communes de l'Île-Rousse - Balagne;15499.4
200073112;Communauté de communes Sud Sarthe;6615.96
200073120;Communauté de communes Nebbiu - Conca d'Oro;7441.25
200073138;Communauté de communes Pasquale Paoli;64224.29
200073146;Communauté de communes Cagire Garonne Salat;4455.22
200073161;Communauté de communes Touraine-Est Vallées;613.92
200073237;Communauté de communes de Gâtine-Racan;425.08
200073245;Communauté de communes du Bassin d'Aubenas;25799.76
200073252;Communauté de communes de la Castagniccia-Casinca;11469.22
200073260;Communauté de communes Sud Vendée Littoral;63506.26
200073344;Communauté d'agglomération Rambouillet Territoires;38254.33
200073393;Communauté de communes des Rives du Haut Allier;53215.77
200073401;Communauté de communes Mézenc-Loire-Meygal;20071.19
200073419;Communauté d'agglomération du Puy-en-Velay;62978.89
200073427;Communauté de communes Marches du Velay-Rochebaron;17692.62
200077014;Communauté d'agglomération Vienne Condrieu;12747.59
200083392;Communauté d'agglomération Laval Agglomération;3.32
200084952;Communauté urbaine Le Havre Seine Métropole;7626.31
200085728;Communauté de communes Brioude Sud Auvergne;6423.53
200085751;Communauté de communes Entre Bièvre et Rhône;651.09
200089456;Communauté d'agglomération Seine-Eure;5273.45
200090504;Communauté d'agglomération Coulommiers Pays de Brie;473.65
200090561;Communauté de communes Vierzon-Sologne-Berry;6115.1
200090579;Communauté de communes Terre d'Émeraude Communauté;55529.71
200090751;Communauté d'agglomération Grand Calais Terres et Mers;2746.75
200093201;Métropole Européenne de Lille;122.22
200096634;Communauté de communes des Hautes Vosges;25574.22
200096642;Communauté de communes Gérardmer Hautes Vosges;15124.6
200096675;Communauté de communes Baud Communauté;31.67
200096683;Communauté de communes Centre Morbihan Communauté;0
200096956;Communauté d'agglomération Agglomération d'Agen;908.02
240100610;Communauté de communes de la Côtière à Montluel;2639.87
240100750;Communauté d'agglomération du Pays de Gex;29057.5
240100800;Communauté de communes de Miribel et du Plateau;1070.29
240100883;Communauté de communes de la Plaine de l'Ain;13291.91
240100891;Communauté de communes du Pays Bellegardien (CCPB);8838.82
240200444;Communauté de communes de la Thiérache du Centre;145.41
240200469;Communauté de communes du Pays de la Serre;779.78
240200477;Communauté d'agglomération GrandSoissons Agglomération;29.83
240200493;Communauté de communes du Pays du Vermandois;0
240200501;Communauté de communes du Val de l'Aisne;254.02
240200519;Communauté de communes du Canton d'Oulchy-le-Château;87.57
240200576;Communauté de communes de la Champagne Picarde;8057.73
240200584;Communauté de communes du Canton de Charly-sur-Marne;0.4
240200592;Communauté de communes du Chemin des Dames;210.83
240200600;Communauté de communes des Trois Rivières;7573.95
240200634;Communauté de communes des Portes de la Thiérache;146.78
240300491;Communauté de communes du Pays de Lapalisse;0.01
240300558;Communauté de communes du Pays de Tronçais;1563.07
240300566;Communauté de communes du Val de Cher;0.12
240300657;Communauté de communes du Pays d'Huriel;1.91
240400440;Communauté de communes Pays Forcalquier et Montagne de Lure;30347.88
240500439;Communauté de communes du Briançonnais;79306.65
240500462;Communauté de communes du Pays des Ecrins;52188.49
240600551;Communauté d'agglomération de la Riviera 99ançaise;41657.84
240600585;Communauté d'agglomération de Sophia Antipolis;31907.54
240600593;Communauté de communes du Pays des Paillons;1104.64
240700302;Communauté de communes du Pays Beaume-Drobie;26757.32
240700617;Communauté de communes Val de Ligne;4598.28
240700716;Communauté de communes du Val d'Ay;0
240700815;Communauté de communes Berg et Coiron;496.97
240700864;Communauté de communes du Rhône aux Gorges de l'Ardèche;2047.56
240800821;Communauté de communes Ardenne, Rives de Meuse;27460.81
240800847;Communauté de communes des Portes du Luxembourg;7849.94
240800862;Communauté de communes des Crêtes Préardennaises;5582.03
240800920;Communauté de communes de l'Argonne Ardennaise;5084.25
240900431;Communauté de communes du Pays de Tarascon;16952.65
240900464;Communauté de communes du Pays d'Olmes;9520.86
241000223;Communauté de communes Forêts, Lacs, Terres en Champagne;24291.41
241000405;Communauté de communes de la Région de Bar-sur-Aube;25024.87
241000447;Communauté de communes du Pays d'Othe;90.15
241000488;Communauté de communes de l'Orvin et de l'Ardusson;5.14
241100593;Communauté d'agglomération Le Grand Narbonne;58671.25
241200187;Communauté d'agglomération Rodez Agglomération;491.23
241200542;Communauté de communes du Réquistanais;4043.14
241200567;Communauté de communes de Millau Grands Causses;51570.28
241200625;Communauté de communes du Pays Rignacois;50.74
241200641;Communauté de communes Conques-Marcillac;43.79
241200658;Communauté de communes du Pays de Salars;28.79
241200674;Communauté de communes du Plateau de Montbazens;37.66
241200765;Communauté de communes de Lévézou Pareloup;20709.05
241200807;Communauté de communes Aveyron Bas Ségala Viaur;2138.65
241200906;Communauté de communes Larzac et Vallées;65450.47
241200914;Communauté de communes de la Muse et des Raspes du Tarn;44323.05
241300375;Communauté de communes Vallée des Baux-Alpilles (CC VBA);32042.35
241300417;Communauté d'agglomération d'Arles-Crau-Camargue-Montagnette;132475.87
241400415;Communauté de communes Cœur Côte Fleurie;151.13
241400514;Communauté de communes du Pays de Falaise;641.53
241400555;Communauté de communes de Bayeux Intercom;68.1
241400860;Communauté de communes Cœur de Nacre;96.03
241400878;Communauté de communes Terre d'Auge;337.33
241500230;Communauté d'agglomération du Bassin d'Aurillac;44368.76
241500255;Communauté de communes du Pays Gentiane;45858.87
241500271;Communauté de communes du Pays de Mauriac;22797.11
241501055;Communauté de communes Sumène - Artense;32861.51
241501089;Communauté de communes Cère et Goul en Carladès;18252.63
241501139;Communauté de communes du Pays de Salers;64380.48
241600303;Communauté de communes du Rouillacais;5106.87
241700434;Communauté d'agglomération de La Rochelle;3807.67
241700459;Communauté de communes de l'Île de Ré;2717.01
241700517;Communauté de communes Cœur de Saintonge;2252.65
241700624;Communauté de communes de l'Île d'Oléron;7631.58
241700632;Communauté de communes de Gémozac et de la Saintonge Viticole;541.75
241700640;Communauté d'agglomération Royan Atlantique;28030.83
241700699;Communauté de communes du Bassin de Marennes;13023.13
241800374;Communauté de communes La Septaine;0
241800424;Communauté de communes du Dunois;1291.02
241800432;Communauté de communes Les Trois Provinces;1271.23
241800457;Communauté de communes FerCher;710.4
241800507;Communauté d'agglomération Bourges Plus;836.02
241900133;Communauté de communes de Ventadour - Egletons - Monédières;47431.06
241927201;Communauté d'agglomération Tulle Agglo;87496.8
241927243;Communauté de communes du Pays d'Uzerche;33732.15
242000354;Communauté d'agglomération de Bastia;144.35
242000495;Communauté de communes de l'Alta Rocca;54182.25
242000503;Communauté de communes Celavu-Prunelli;29848.13
242010056;Communauté d'agglomération du Pays Ajaccien;1834.14
242010130;Communauté de communes du Sartenais Valinco Taravo;5820.15
242020071;Communauté de communes du Centre Corse;35206.57
242020105;Communauté de communes de Calvi Balagne;32896.7
242100154;Communauté de communes des Vallées de la Tille et de l'Ignon;764.65
242100410;Dijon Métropole;2325.18
242101434;Communauté de communes du Pays Châtillonnais;50548.74
242101442;Communauté de communes Saulieu-Morvan;26882.96
242101459;Communauté de communes du Pays d'Alésia et de la Seine;18660.79
242101491;Communauté de communes du Montbardois;13.89
242101509;Communauté de communes Rives de Saône;4990.75
242200715;Communauté de communes du Kreiz-Breizh (CCKB);2533.62
242300135;Communauté de communes du Pays Sostranien;64.48
242320000;Communauté de communes de Bénévent Grand Bourg;573.9
242320109;Communauté de communes du Pays Dunois;835.43
242400752;Communauté de communes Périgord-Limousin;51367.4
242400935;Communauté de communes du Pays de Saint-Aulaye;24372.4
242401024;Communauté de communes Isle-Loue-Auvézère en Périgord;54606
242500320;Communauté de communes de Montbenoît;512.81
242500338;Communauté de communes du Grand Pontarlier;2349
242500361;Communauté urbaine Grand Besançon Métropole;3825.14
242504116;Communauté de communes du Val de Morteau;92.4
242504181;Communauté de communes des Portes du Haut-Doubs;3635.41
242504355;Communauté de communes du Plateau de Russey;1823.96
242504371;Communauté de communes du Pays de Sancey-Belleherbe;709.82
242504447;Communauté de communes du Doubs Baumois;3115
242504488;Communauté de communes Altitude 800;95.3
242504496;Communauté de communes du Plateau de 99asne et du Val du Drugeon (CFD);4469.53
242600252;Communauté de communes du Val de Drôme en Biovallée;20450.63
242600492;Communauté de communes Dieulefit-Bourdeaux;8091.27
242600534;Communauté de communes du Diois;56805.2
242700276;Communauté de communes du Pays de Conches;20.4
242700607;Communauté de communes du Pays du Neubourg;257.03
242852465;Communauté de communes du Bonnevalais;5255.64
242900074;Communauté de communes du Pays d'Iroise;1039.15
242900314;Brest Métropole;419.19
242900553;Communauté de communes du Pays des Abers;1149.44
242900561;Communauté de communes de Haute Cornouaille;2048
242900629;Communauté de communes Cap Sizun - Pointe du Raz;1909.21
242900645;Communauté de communes Douarnenez Communauté;384.11
242900660;Communauté de communes du Pays Fouesnantais;369.14
242900694;Communauté d'agglomération Quimperlé Communauté;664.22
242900702;Communauté de communes du Pays Bigouden Sud;1777.45
242900710;Communauté de communes du Haut Pays Bigouden;510.62
242900744;Communauté de communes Poher communauté;2760.53
242900751;Communauté de communes du Pays de Landivisiau;10460.58
242900769;Communauté d'agglomération Concarneau Cornouaille Agglomération;388.27
242900793;Communauté de communes Communauté Lesneven Côte des Légendes;265.87
242900801;Communauté d'agglomération du Pays de Landerneau-Daoulas;11401.87
242900835;Communauté d'agglomération Morlaix Communauté;22378.2
243000270;Communauté de communes du Pays Viganais;35305.24
243000296;Communauté de communes du Pays de Sommières;72.48
243000569;Communauté de communes Rhony, Vistre, Vidourle;989.15
243000585;Communauté de communes Beaucaire Terre d'Argence;5899.7
243000593;Communauté de communes de Petite Camargue;14448.01
243000643;Communauté d'agglomération de Nîmes Métropole;43543.45
243000650;Communauté de communes Terre de Camargue;20509.06
243000684;Communauté de communes du Pont du Gard;8978.86
243100518;Toulouse Métropole;1149.09
243100567;Communauté de communes Aux sources du Canal du Midi;10658.38
243100633;Communauté d'agglomération du Sicoval;311.98
243100732;Communauté de communes des Coteaux du Girou;0
243100773;Communauté de communes Val'Aïgo;190.52
243100781;Communauté de communes Le Grand Ouest Toulousain;56.21
243100815;Communauté de communes des Coteaux Bellevue;0
243200391;Communauté de communes de la Lomagne Gersoise;9.65
243200409;Communauté de communes du Bas Armagnac;2538.81
243200417;Communauté de communes de la Tenarèze;4.81
243200425;Communauté de communes Cœur d'Astarac en Gascogne;1665.63
243200458;Communauté de communes du Grand Armagnac;4733.22
243200508;Communauté de communes Bastides et Vallons du Gers;384.37
243200599;Communauté de communes du Saves;0
243200607;Communauté de communes Artagnan de Fezensac;366.01
243300316;Bordeaux Métropole;10870.92
243300563;Communauté d'agglomération Bassin d'Arcachon Sud (COBAS);17482.35
243300811;Communauté de communes de l'Estuaire;12325.95
243301165;Communauté de communes Jalle-Eau-Bourde;196.23
243301181;Communauté de communes Latitude Nord Gironde;18688.08
243301215;Communauté de communes du Créonnais;5522.45
243301223;Communauté de communes du Grand Cubzaguais;15422.64
243301249;Communauté de communes Les Rives de la Laurence;6417.9
243301264;Communauté de communes de Montesquieu;2817.32
243301355;Communauté de communes Les Coteaux Bordelais;3703.73
243301371;Communauté de communes du Pays Foyen;20726.56
243301389;Communauté de communes Médullienne;2959.59
243301397;Communauté de communes du 99onsadais;13337.41
243301405;Communauté de communes du Val de l'Eyre;54630.28
243301439;Communauté de communes des Portes de l'Entre-Deux-Mers;597.04
243301447;Communauté de communes Médoc Estuaire;2579.21
243301454;Communauté de communes Castillon/Pujols;22866.85
243301504;Communauté d'agglomération du Bassin d'Arcachon Nord;45675.63
243400017;Montpellier Méditerranée Métropole;7849.19
243400355;Communauté de communes du Clermontais;10918.24
243400470;Communauté d'agglomération du Pays de l'Or;6493
243400488;Communauté de communes La Domitienne;4996.28
243400520;Communauté d'agglomération Lunel Agglo;3039.82
243400694;Communauté de communes Vallée de l'Hérault;20310.4
243400736;Communauté de communes des Cévennes Gangeoises et Suménoises;17158.92
243400769;Communauté d'agglomération de Béziers-Méditerranée;1826.08
243400819;Communauté d'agglomération Hérault-Méditerranée;7274.68
243500139;Rennes Métropole;69.07
243500550;Communauté de communes Montfort Communauté;0
243500618;Communauté de communes Brocéliande Communauté;585.66
243500634;Communauté de communes Roche aux Fées Communauté;0
243500659;Communauté de communes Pays de Châteaugiron Communauté;8.74
243500667;Communauté de communes Val d'Ille-Aubigné;132.27
243500725;Communauté de communes Côte d'Émeraude;631.67
243500733;Communauté de communes Bretagne Romantique;111.01
243500741;Communauté d'agglomération Redon Agglomération;8831.91
243500774;Communauté de communes Lif99é-Cormier Communauté;1659.72
243500782;Communauté d'agglomération du Pays de Saint Malo Agglomération;3187.89
243600202;Communauté de communes Chabris - Pays de Bazelle;10727.18
243600236;Communauté de communes du Pays d'Issoudun;127.27
243600293;Communauté de communes Levroux Boischaut Champagne;0
243600301;Communauté de communes Val de l'Indre - Brenne;19453.64
243600319;Communauté de communes Brenne - Val de Creuse;84103.38
243600327;Communauté d'agglomération Châteauroux Métropole;3686.71
243600343;Communauté de communes Cœur de Brenne;47720.93
243600350;Communauté de communes de la Châtre et Sainte-Sévère;0
243700499;Communauté de communes du Castelrenaudais;0
243700754;Tours Métropole Val de Loire;3250.22
243700820;Communauté de communes Autour de Chenonceaux Bléré-Val de Cher;5831.79
243800604;Communauté d'agglomération Porte de l'Isère (CAPI);769.6
243800745;Communauté de communes de l'Oisans;48372.29
243800935;Communauté de communes Lyon Saint Exupéry en Dauphiné;255.18
243800984;Communauté d'agglomération du Pays Voironnais;9955.65
243801024;Communauté de communes du Massif du Vercors;25526.86
243801073;Communauté de communes de Bièvre Est;793.02
243801255;Communauté de communes Collines Isère Nord Communauté;1.15
243900354;Communauté de communes de la Station des Rousses-Haut Jura;9889.11
243900420;Communauté de communes du Val d'Amour;9746.03
243900479;Communauté de communes Haut-Jura Arcade Communauté;14802.11
243900560;Communauté de communes Jura Nord;8196.63
243900610;Communauté de communes La Grandvallière;16987.25
243901089;Communauté de communes de la Plaine Jurassienne;3877.78
244000543;Communauté de communes de Mimizan;2456.45
244000659;Communauté de communes du Seignanx;5147.48
244000675;Communauté d'agglomération du Grand Dax;6287.07
244000691;Communauté de communes du Pays Morcenais;2618.61
244000766;Communauté de communes du Pays Tarusate;2387.47
244000774;Communauté de communes du Pays de Villeneuve en Armagnac Landais;1443.69
244000808;Mont de Marsan Agglomération;2054.83
244000824;Communauté de communes du Pays Grenadois;444.16
244000857;Communauté de communes Côte Landes Nature;3168.93
244000865;Communauté de communes Maremne Adour Côte Sud;7737.1
